"idlinha";"idparada"
127693;1780
127693;1782
127693;1784
127693;1786
127693;1788
127693;1792
127693;2074
127693;2076
127693;2079
127693;3202
127693;5045
127693;5099
127693;5108
127693;5164
127693;5181
127693;5453
127693;5456
127693;5484
127693;5485
127693;5839
127693;5840
127693;6201
127693;6230
127693;6232
127694;125
127694;126
127694;128
127694;131
127694;140
127694;142
127694;144
127694;146
127694;150
127694;153
127694;155
127694;258
127694;268
127694;271
127694;272
127694;274
127694;276
127694;278
127694;280
127694;282
127694;285
127694;288
127694;675
127694;677
127694;692
127694;695
127694;696
127694;702
127694;710
127694;713
127694;719
127694;720
127694;724
127694;725
127694;911
127694;915
127694;917
127694;923
127694;924
127694;927
127694;930
127694;980
127694;993
127694;995
127694;998
127694;1018
127694;1020
127694;1022
127694;1039
127694;1051
127694;1053
127694;1061
127694;1065
127694;1233
127694;1243
127694;1500
127694;1504
127694;1511
127694;1522
127694;1525
127694;1528
127694;1531
127694;1533
127694;1563
127694;1581
127694;1582
127694;1601
127694;1613
127694;1620
127694;1686
127694;1689
127694;1695
127694;1711
127694;1715
127694;1717
127694;1720
127694;1735
127694;1781
127694;1783
127694;1785
127694;1787
127694;1789
127694;1790
127694;1791
127694;1795
127694;1796
127694;2068
127694;2069
127694;2071
127694;5071
127694;5074
127694;5110
127694;5441
127694;5490
127694;5618
127694;6231
127695;84
127695;85
127695;88
127695;124
127695;127
127695;129
127695;130
127695;141
127695;143
127695;145
127695;149
127695;154
127695;170
127695;173
127695;180
127695;184
127695;186
127695;188
127695;189
127695;190
127695;193
127695;194
127695;206
127695;209
127695;211
127695;215
127695;228
127695;230
127695;232
127695;234
127695;239
127695;240
127695;247
127695;249
127695;250
127695;252
127695;254
127695;256
127695;259
127695;262
127695;263
127695;265
127695;266
127695;271
127695;272
127695;276
127695;278
127695;674
127695;676
127695;678
127695;693
127695;694
127695;697
127695;701
127695;711
127695;712
127695;717
127695;718
127695;721
127695;722
127695;723
127695;726
127695;910
127695;916
127695;918
127695;922
127695;925
127695;928
127695;931
127695;981
127695;992
127695;994
127695;997
127695;1017
127695;1019
127695;1021
127695;1036
127695;1037
127695;1040
127695;1052
127695;1054
127695;1062
127695;1064
127695;1234
127695;1240
127695;1245
127695;1630
127695;1631
127695;1632
127695;1642
127695;1666
127695;1688
127695;1690
127695;1696
127695;1718
127695;1719
127695;1723
127695;1726
127695;1736
127695;1780
127695;1782
127695;1784
127695;1786
127695;1788
127695;1792
127695;2074
127695;2076
127695;2079
127695;5038
127695;5085
127695;5099
127695;5181
127695;5195
127695;5453
127695;5456
127695;5484
127695;5485
127695;5839
127695;5840
127695;6180
127695;6187
127695;6217
127695;6218
127695;100021
127696;86
127696;87
127696;125
127696;126
127696;128
127696;131
127696;140
127696;142
127696;144
127696;146
127696;150
127696;153
127696;155
127696;171
127696;172
127696;181
127696;185
127696;192
127696;200
127696;205
127696;208
127696;210
127696;214
127696;227
127696;229
127696;231
127696;233
127696;235
127696;237
127696;238
127696;245
127696;246
127696;248
127696;251
127696;253
127696;255
127696;257
127696;260
127696;261
127696;264
127696;270
127696;275
127696;277
127696;308
127696;675
127696;677
127696;692
127696;695
127696;696
127696;702
127696;710
127696;713
127696;719
127696;720
127696;724
127696;725
127696;911
127696;915
127696;917
127696;923
127696;924
127696;927
127696;930
127696;980
127696;993
127696;995
127696;998
127696;1018
127696;1020
127696;1022
127696;1039
127696;1051
127696;1053
127696;1061
127696;1065
127696;1233
127696;1243
127696;1500
127696;1504
127696;1511
127696;1522
127696;1525
127696;1528
127696;1531
127696;1533
127696;1563
127696;1581
127696;1582
127696;1601
127696;1613
127696;1620
127696;1686
127696;1689
127696;1695
127696;1711
127696;1715
127696;1717
127696;1720
127696;1735
127696;1781
127696;1783
127696;1785
127696;1787
127696;1789
127696;1790
127696;1791
127696;1795
127696;1796
127696;2068
127696;2069
127696;2071
127696;5084
127696;5148
127696;5166
127696;5441
127696;5490
127696;5618
127696;5897
127696;5994
127696;6034
127696;6188
127696;6219
127696;100021
127697;84
127697;85
127697;88
127697;124
127697;127
127697;129
127697;130
127697;141
127697;143
127697;145
127697;149
127697;154
127697;170
127697;173
127697;180
127697;184
127697;186
127697;188
127697;189
127697;190
127697;193
127697;194
127697;206
127697;209
127697;211
127697;215
127697;228
127697;230
127697;232
127697;234
127697;239
127697;240
127697;247
127697;249
127697;250
127697;252
127697;254
127697;256
127697;259
127697;262
127697;263
127697;265
127697;266
127697;269
127697;273
127697;279
127697;284
127697;287
127697;674
127697;676
127697;678
127697;693
127697;694
127697;697
127697;701
127697;711
127697;712
127697;717
127697;718
127697;721
127697;722
127697;723
127697;726
127697;910
127697;916
127697;918
127697;922
127697;925
127697;928
127697;931
127697;981
127697;992
127697;994
127697;997
127697;1017
127697;1019
127697;1021
127697;1036
127697;1037
127697;1040
127697;1052
127697;1054
127697;1062
127697;1064
127697;1234
127697;1240
127697;1245
127697;1630
127697;1631
127697;1632
127697;1642
127697;1666
127697;1688
127697;1690
127697;1696
127697;1718
127697;1719
127697;1723
127697;1726
127697;1736
127697;1780
127697;1782
127697;1784
127697;1786
127697;1788
127697;1792
127697;2074
127697;2076
127697;2079
127697;3202
127697;5038
127697;5045
127697;5085
127697;5099
127697;5108
127697;5164
127697;5181
127697;5195
127697;5453
127697;5456
127697;5484
127697;5485
127697;5839
127697;5840
127697;6180
127697;6187
127697;6201
127697;6217
127697;6218
127697;6230
127697;6232
127697;100021
127698;86
127698;87
127698;125
127698;126
127698;128
127698;131
127698;140
127698;142
127698;144
127698;146
127698;150
127698;153
127698;155
127698;171
127698;172
127698;181
127698;185
127698;192
127698;200
127698;205
127698;208
127698;210
127698;214
127698;227
127698;229
127698;231
127698;233
127698;235
127698;237
127698;238
127698;245
127698;246
127698;248
127698;251
127698;253
127698;255
127698;257
127698;258
127698;260
127698;261
127698;264
127698;268
127698;274
127698;280
127698;288
127698;308
127698;675
127698;677
127698;692
127698;695
127698;696
127698;702
127698;710
127698;713
127698;719
127698;720
127698;724
127698;725
127698;911
127698;915
127698;917
127698;923
127698;924
127698;927
127698;930
127698;980
127698;993
127698;995
127698;998
127698;1018
127698;1020
127698;1022
127698;1039
127698;1051
127698;1053
127698;1061
127698;1065
127698;1233
127698;1243
127698;1500
127698;1504
127698;1511
127698;1522
127698;1525
127698;1528
127698;1531
127698;1533
127698;1563
127698;1581
127698;1582
127698;1601
127698;1613
127698;1620
127698;1686
127698;1689
127698;1695
127698;1711
127698;1715
127698;1717
127698;1720
127698;1735
127698;1781
127698;1783
127698;1785
127698;1787
127698;1789
127698;1790
127698;1791
127698;1795
127698;1796
127698;2068
127698;2069
127698;2071
127698;5071
127698;5074
127698;5084
127698;5110
127698;5148
127698;5166
127698;5441
127698;5490
127698;5618
127698;5897
127698;5994
127698;6034
127698;6188
127698;6219
127698;6231
127698;100021
127699;3
127699;80
127699;81
127699;82
127699;83
127699;84
127699;85
127699;88
127699;124
127699;127
127699;129
127699;130
127699;141
127699;143
127699;145
127699;149
127699;154
127699;170
127699;173
127699;180
127699;184
127699;186
127699;188
127699;189
127699;190
127699;193
127699;194
127699;206
127699;209
127699;211
127699;215
127699;228
127699;230
127699;232
127699;234
127699;239
127699;240
127699;247
127699;249
127699;250
127699;252
127699;254
127699;256
127699;259
127699;262
127699;263
127699;265
127699;266
127699;271
127699;272
127699;276
127699;278
127699;674
127699;676
127699;678
127699;693
127699;694
127699;697
127699;701
127699;711
127699;712
127699;717
127699;718
127699;721
127699;722
127699;723
127699;726
127699;910
127699;916
127699;918
127699;922
127699;925
127699;928
127699;931
127699;981
127699;992
127699;994
127699;997
127699;1017
127699;1019
127699;1021
127699;1036
127699;1037
127699;1040
127699;1052
127699;1054
127699;1062
127699;1064
127699;1234
127699;1240
127699;1245
127699;1630
127699;1631
127699;1632
127699;1642
127699;1666
127699;1688
127699;1690
127699;1696
127699;1718
127699;1719
127699;1723
127699;1726
127699;1736
127699;1780
127699;1782
127699;1784
127699;1786
127699;1788
127699;1792
127699;2074
127699;2076
127699;2079
127699;5038
127699;5085
127699;5099
127699;5181
127699;5195
127699;5453
127699;5456
127699;5484
127699;5485
127699;5839
127699;5840
127699;6180
127699;6187
127699;6217
127699;6218
127699;100021
127700;2
127700;86
127700;87
127700;125
127700;126
127700;128
127700;131
127700;140
127700;142
127700;144
127700;146
127700;150
127700;153
127700;155
127700;171
127700;172
127700;181
127700;185
127700;192
127700;200
127700;205
127700;208
127700;210
127700;214
127700;227
127700;229
127700;231
127700;233
127700;235
127700;237
127700;238
127700;245
127700;246
127700;248
127700;251
127700;253
127700;255
127700;257
127700;260
127700;261
127700;264
127700;270
127700;275
127700;277
127700;308
127700;675
127700;677
127700;692
127700;695
127700;696
127700;702
127700;710
127700;713
127700;719
127700;720
127700;724
127700;725
127700;911
127700;915
127700;917
127700;923
127700;924
127700;927
127700;930
127700;980
127700;993
127700;995
127700;998
127700;1018
127700;1020
127700;1022
127700;1039
127700;1051
127700;1053
127700;1061
127700;1065
127700;1233
127700;1243
127700;1500
127700;1504
127700;1511
127700;1522
127700;1525
127700;1528
127700;1531
127700;1533
127700;1563
127700;1581
127700;1582
127700;1601
127700;1613
127700;1620
127700;1686
127700;1689
127700;1695
127700;1711
127700;1715
127700;1717
127700;1720
127700;1735
127700;1781
127700;1783
127700;1785
127700;1787
127700;1789
127700;1790
127700;1791
127700;1795
127700;1796
127700;2068
127700;2069
127700;2071
127700;5084
127700;5148
127700;5166
127700;5441
127700;5490
127700;5618
127700;5896
127700;5897
127700;5994
127700;6034
127700;6188
127700;6219
127700;100021
127701;3
127701;80
127701;81
127701;82
127701;83
127701;84
127701;85
127701;88
127701;124
127701;127
127701;129
127701;130
127701;141
127701;143
127701;145
127701;149
127701;154
127701;170
127701;173
127701;180
127701;184
127701;186
127701;188
127701;189
127701;190
127701;193
127701;194
127701;206
127701;209
127701;211
127701;215
127701;228
127701;230
127701;232
127701;234
127701;239
127701;240
127701;247
127701;249
127701;250
127701;252
127701;254
127701;256
127701;259
127701;262
127701;263
127701;265
127701;266
127701;269
127701;273
127701;279
127701;284
127701;287
127701;674
127701;676
127701;678
127701;693
127701;694
127701;697
127701;701
127701;711
127701;712
127701;717
127701;718
127701;721
127701;722
127701;723
127701;726
127701;910
127701;916
127701;918
127701;922
127701;925
127701;928
127701;931
127701;981
127701;992
127701;994
127701;997
127701;1017
127701;1019
127701;1021
127701;1036
127701;1037
127701;1040
127701;1052
127701;1054
127701;1062
127701;1064
127701;1234
127701;1240
127701;1245
127701;1630
127701;1631
127701;1632
127701;1642
127701;1666
127701;1688
127701;1690
127701;1696
127701;1718
127701;1719
127701;1723
127701;1726
127701;1736
127701;1780
127701;1782
127701;1784
127701;1786
127701;1788
127701;1792
127701;2074
127701;2076
127701;2079
127701;3202
127701;5038
127701;5045
127701;5085
127701;5099
127701;5108
127701;5164
127701;5181
127701;5195
127701;5453
127701;5456
127701;5484
127701;5485
127701;5839
127701;5840
127701;6180
127701;6187
127701;6201
127701;6217
127701;6218
127701;6230
127701;6232
127701;100021
127702;2
127702;86
127702;87
127702;125
127702;126
127702;128
127702;131
127702;140
127702;142
127702;144
127702;146
127702;150
127702;153
127702;155
127702;171
127702;172
127702;181
127702;185
127702;192
127702;200
127702;205
127702;208
127702;210
127702;214
127702;227
127702;229
127702;231
127702;233
127702;235
127702;237
127702;238
127702;245
127702;246
127702;248
127702;251
127702;253
127702;255
127702;257
127702;258
127702;260
127702;261
127702;264
127702;268
127702;274
127702;280
127702;288
127702;308
127702;675
127702;677
127702;692
127702;695
127702;696
127702;702
127702;710
127702;713
127702;719
127702;720
127702;724
127702;725
127702;911
127702;915
127702;917
127702;923
127702;924
127702;927
127702;930
127702;980
127702;993
127702;995
127702;998
127702;1018
127702;1020
127702;1022
127702;1039
127702;1051
127702;1053
127702;1061
127702;1065
127702;1233
127702;1243
127702;1500
127702;1504
127702;1511
127702;1522
127702;1525
127702;1528
127702;1531
127702;1533
127702;1563
127702;1581
127702;1582
127702;1601
127702;1613
127702;1620
127702;1686
127702;1689
127702;1695
127702;1711
127702;1715
127702;1717
127702;1720
127702;1735
127702;1781
127702;1783
127702;1785
127702;1787
127702;1789
127702;1790
127702;1791
127702;1795
127702;1796
127702;2068
127702;2069
127702;2071
127702;5071
127702;5074
127702;5084
127702;5110
127702;5148
127702;5166
127702;5441
127702;5490
127702;5618
127702;5896
127702;5897
127702;5994
127702;6034
127702;6188
127702;6219
127702;6231
127702;100021
127703;910
127703;916
127703;918
127703;922
127703;925
127703;928
127703;931
127703;950
127703;960
127703;981
127703;992
127703;994
127703;997
127703;1017
127703;1019
127703;1021
127703;1036
127703;1037
127703;1040
127703;1078
127703;1079
127703;1086
127703;1088
127703;1089
127703;1111
127703;1118
127703;1120
127703;1122
127703;1127
127703;1128
127703;1130
127703;1132
127703;1136
127703;1141
127703;1145
127703;1146
127703;1148
127703;1149
127703;1152
127703;1154
127703;1157
127703;1159
127703;1161
127703;1162
127703;1163
127703;1180
127703;1195
127703;1234
127703;1240
127703;1245
127703;1487
127703;1497
127703;1551
127703;1556
127703;1559
127703;1597
127703;1598
127703;1603
127703;1605
127703;1611
127703;1688
127703;1690
127703;1696
127703;1718
127703;1719
127703;1723
127703;1726
127703;1736
127703;1774
127703;1775
127703;1779
127703;1784
127703;5181
127703;5404
127703;5414
127703;5484
127703;5575
127703;5591
127703;5676
127703;5680
127703;5692
127703;5862
127703;5959
127703;100005
127704;912
127704;915
127704;917
127704;923
127704;924
127704;927
127704;930
127704;949
127704;959
127704;962
127704;980
127704;993
127704;995
127704;998
127704;1018
127704;1020
127704;1022
127704;1039
127704;1077
127704;1080
127704;1085
127704;1087
127704;1090
127704;1110
127704;1117
127704;1121
127704;1129
127704;1131
127704;1135
127704;1138
127704;1144
127704;1147
127704;1153
127704;1155
127704;1156
127704;1158
127704;1160
127704;1194
127704;1233
127704;1243
127704;1629
127704;1650
127704;1686
127704;1689
127704;1695
127704;1711
127704;1715
127704;1717
127704;1720
127704;1735
127704;1781
127704;1783
127704;1785
127704;1787
127704;1789
127704;1790
127704;1791
127704;1795
127704;1796
127704;2068
127704;2069
127704;2072
127704;2075
127704;5145
127704;5307
127704;5618
127704;5675
127704;5898
127704;5908
127704;5960
127704;5968
127704;6119
127704;100005
127705;910
127705;916
127705;918
127705;922
127705;925
127705;928
127705;931
127705;950
127705;960
127705;981
127705;992
127705;994
127705;997
127705;1017
127705;1019
127705;1021
127705;1036
127705;1037
127705;1040
127705;1078
127705;1079
127705;1086
127705;1088
127705;1089
127705;1111
127705;1118
127705;1120
127705;1122
127705;1127
127705;1128
127705;1130
127705;1132
127705;1136
127705;1141
127705;1145
127705;1146
127705;1148
127705;1149
127705;1152
127705;1154
127705;1157
127705;1159
127705;1166
127705;1168
127705;1172
127705;1173
127705;1180
127705;1186
127705;1195
127705;1234
127705;1240
127705;1245
127705;1487
127705;1497
127705;1551
127705;1556
127705;1559
127705;1597
127705;1598
127705;1603
127705;1605
127705;1611
127705;1688
127705;1690
127705;1696
127705;1718
127705;1719
127705;1723
127705;1726
127705;1736
127705;1774
127705;1775
127705;1779
127705;1784
127705;5181
127705;5404
127705;5414
127705;5484
127705;5575
127705;5591
127705;5676
127705;5680
127705;5692
127705;5862
127705;5959
127705;100005
127706;912
127706;915
127706;917
127706;923
127706;924
127706;927
127706;930
127706;949
127706;959
127706;962
127706;980
127706;993
127706;995
127706;998
127706;1018
127706;1020
127706;1022
127706;1039
127706;1077
127706;1080
127706;1085
127706;1087
127706;1090
127706;1110
127706;1117
127706;1121
127706;1129
127706;1131
127706;1135
127706;1138
127706;1144
127706;1147
127706;1153
127706;1155
127706;1156
127706;1158
127706;1164
127706;1167
127706;1169
127706;1183
127706;1185
127706;1194
127706;1233
127706;1243
127706;1629
127706;1650
127706;1686
127706;1689
127706;1695
127706;1711
127706;1715
127706;1717
127706;1720
127706;1735
127706;1781
127706;1783
127706;1785
127706;1787
127706;1789
127706;1790
127706;1791
127706;1795
127706;1796
127706;2068
127706;2069
127706;2072
127706;2075
127706;5145
127706;5307
127706;5590
127706;5618
127706;5675
127706;5898
127706;5908
127706;5947
127706;5960
127706;5961
127706;100005
127707;282
127707;285
127707;910
127707;916
127707;918
127707;922
127707;925
127707;928
127707;931
127707;950
127707;960
127707;981
127707;992
127707;994
127707;997
127707;1017
127707;1019
127707;1021
127707;1036
127707;1037
127707;1040
127707;1086
127707;1088
127707;1089
127707;1111
127707;1118
127707;1120
127707;1122
127707;1127
127707;1128
127707;1131
127707;1132
127707;1134
127707;1136
127707;1141
127707;1145
127707;1146
127707;1148
127707;1149
127707;1168
127707;1171
127707;1173
127707;1175
127707;1177
127707;1179
127707;1181
127707;1184
127707;1186
127707;1195
127707;1234
127707;1240
127707;1245
127707;1487
127707;1497
127707;1551
127707;1556
127707;1559
127707;1597
127707;1598
127707;1603
127707;1605
127707;1611
127707;1688
127707;1690
127707;1696
127707;1718
127707;1719
127707;1723
127707;1726
127707;1736
127707;1774
127707;1775
127707;1779
127707;1784
127707;2372
127707;2374
127707;5116
127707;5181
127707;5184
127707;5404
127707;5414
127707;5484
127707;5575
127707;5591
127707;5676
127707;5680
127707;5692
127707;100005
127708;281
127708;283
127708;286
127708;915
127708;917
127708;919
127708;923
127708;924
127708;927
127708;930
127708;951
127708;952
127708;956
127708;964
127708;965
127708;966
127708;980
127708;993
127708;995
127708;998
127708;1018
127708;1020
127708;1022
127708;1039
127708;1085
127708;1087
127708;1090
127708;1117
127708;1121
127708;1131
127708;1132
127708;1133
127708;1135
127708;1138
127708;1144
127708;1147
127708;1169
127708;1174
127708;1178
127708;1182
127708;1185
127708;1196
127708;1233
127708;1243
127708;1629
127708;1650
127708;1686
127708;1689
127708;1695
127708;1711
127708;1715
127708;1717
127708;1720
127708;1735
127708;1781
127708;1783
127708;1785
127708;1787
127708;1789
127708;1790
127708;1791
127708;1795
127708;1796
127708;2068
127708;2069
127708;2072
127708;2075
127708;2371
127708;5675
127708;5898
127708;5908
127708;5947
127708;5948
127708;6128
127708;100005
127711;910
127711;916
127711;918
127711;922
127711;925
127711;928
127711;931
127711;950
127711;960
127711;981
127711;992
127711;994
127711;997
127711;1017
127711;1019
127711;1021
127711;1036
127711;1037
127711;1040
127711;1078
127711;1079
127711;1086
127711;1088
127711;1089
127711;1111
127711;1118
127711;1120
127711;1122
127711;1127
127711;1128
127711;1130
127711;1132
127711;1136
127711;1141
127711;1145
127711;1146
127711;1148
127711;1149
127711;1152
127711;1154
127711;1157
127711;1159
127711;1161
127711;1162
127711;1163
127711;1180
127711;1195
127711;1234
127711;1240
127711;1245
127711;1487
127711;1497
127711;1536
127711;1540
127711;1555
127711;1589
127711;1593
127711;1688
127711;1690
127711;1696
127711;1718
127711;1719
127711;1723
127711;1726
127711;1736
127711;1774
127711;1775
127711;1779
127711;1784
127711;5025
127711;5181
127711;5404
127711;5414
127711;5484
127711;5591
127711;5676
127711;5680
127711;5692
127711;5862
127711;5959
127712;912
127712;915
127712;917
127712;923
127712;924
127712;927
127712;930
127712;949
127712;959
127712;962
127712;980
127712;993
127712;995
127712;998
127712;1018
127712;1020
127712;1022
127712;1039
127712;1077
127712;1080
127712;1085
127712;1087
127712;1090
127712;1110
127712;1117
127712;1121
127712;1129
127712;1131
127712;1135
127712;1138
127712;1144
127712;1147
127712;1153
127712;1155
127712;1156
127712;1158
127712;1160
127712;1194
127712;1233
127712;1243
127712;1629
127712;1650
127712;1686
127712;1689
127712;1695
127712;1711
127712;1715
127712;1717
127712;1720
127712;1735
127712;1781
127712;1783
127712;1785
127712;1787
127712;1789
127712;1790
127712;1791
127712;1795
127712;1796
127712;2068
127712;2069
127712;2072
127712;2075
127712;5145
127712;5307
127712;5618
127712;5675
127712;5898
127712;5908
127712;5960
127712;5968
127712;6119
127713;126
127713;128
127713;131
127713;140
127713;142
127713;144
127713;146
127713;147
127713;151
127713;271
127713;272
127713;276
127713;278
127713;282
127713;285
127713;912
127713;915
127713;917
127713;923
127713;924
127713;927
127713;930
127713;949
127713;959
127713;962
127713;980
127713;993
127713;995
127713;998
127713;1018
127713;1020
127713;1022
127713;1039
127713;1077
127713;1080
127713;1085
127713;1087
127713;1090
127713;1110
127713;1117
127713;1121
127713;1129
127713;1131
127713;1135
127713;1138
127713;1144
127713;1147
127713;1153
127713;1155
127713;1156
127713;1158
127713;1160
127713;1171
127713;1175
127713;1177
127713;1179
127713;1194
127713;1233
127713;1243
127713;1629
127713;1650
127713;1686
127713;1689
127713;1695
127713;1711
127713;1715
127713;1717
127713;1720
127713;1735
127713;1781
127713;1783
127713;1785
127713;1787
127713;1789
127713;1790
127713;1791
127713;1795
127713;1796
127713;2068
127713;2069
127713;2072
127713;2075
127713;2372
127713;2374
127713;5116
127713;5145
127713;5184
127713;5307
127713;5618
127713;5675
127713;5898
127713;5908
127713;5956
127713;5960
127713;5968
127713;6119
127714;282
127714;285
127714;910
127714;916
127714;918
127714;922
127714;925
127714;928
127714;931
127714;950
127714;960
127714;981
127714;992
127714;994
127714;997
127714;1017
127714;1019
127714;1021
127714;1036
127714;1037
127714;1040
127714;1086
127714;1088
127714;1089
127714;1111
127714;1118
127714;1120
127714;1122
127714;1127
127714;1128
127714;1131
127714;1132
127714;1134
127714;1136
127714;1141
127714;1145
127714;1146
127714;1148
127714;1149
127714;1168
127714;1171
127714;1173
127714;1175
127714;1177
127714;1179
127714;1181
127714;1184
127714;1186
127714;1195
127714;1234
127714;1240
127714;1245
127714;1487
127714;1497
127714;1536
127714;1540
127714;1555
127714;1589
127714;1593
127714;1688
127714;1690
127714;1696
127714;1718
127714;1719
127714;1723
127714;1726
127714;1736
127714;1774
127714;1775
127714;1779
127714;1784
127714;2372
127714;2374
127714;5025
127714;5116
127714;5181
127714;5184
127714;5404
127714;5414
127714;5484
127714;5591
127714;5676
127714;5680
127714;5692
127715;281
127715;283
127715;286
127715;915
127715;917
127715;919
127715;923
127715;924
127715;927
127715;930
127715;951
127715;952
127715;956
127715;964
127715;965
127715;966
127715;980
127715;993
127715;995
127715;998
127715;1018
127715;1020
127715;1022
127715;1039
127715;1085
127715;1087
127715;1090
127715;1117
127715;1121
127715;1131
127715;1132
127715;1133
127715;1135
127715;1138
127715;1144
127715;1147
127715;1169
127715;1174
127715;1178
127715;1182
127715;1185
127715;1196
127715;1233
127715;1243
127715;1629
127715;1650
127715;1686
127715;1689
127715;1695
127715;1711
127715;1715
127715;1717
127715;1720
127715;1735
127715;1781
127715;1783
127715;1785
127715;1787
127715;1789
127715;1790
127715;1791
127715;1795
127715;1796
127715;2068
127715;2069
127715;2072
127715;2075
127715;2371
127715;5675
127715;5898
127715;5908
127715;5947
127715;5948
127715;6128
127716;17
127716;32
127716;34
127716;36
127716;38
127716;43
127716;47
127716;50
127716;56
127716;58
127716;61
127716;63
127716;674
127716;676
127716;678
127716;693
127716;694
127716;697
127716;701
127716;711
127716;712
127716;717
127716;718
127716;721
127716;722
127716;723
127716;726
127716;910
127716;916
127716;918
127716;922
127716;925
127716;928
127716;931
127716;981
127716;992
127716;994
127716;997
127716;1017
127716;1019
127716;1021
127716;1036
127716;1037
127716;1040
127716;1048
127716;1050
127716;1234
127716;1240
127716;1245
127716;1487
127716;1497
127716;1551
127716;1556
127716;1559
127716;1597
127716;1598
127716;1603
127716;1605
127716;1611
127716;1688
127716;1690
127716;1696
127716;1718
127716;1719
127716;1723
127716;1726
127716;1736
127716;1774
127716;1775
127716;1779
127716;1784
127716;5181
127716;5404
127716;5414
127716;5429
127716;5484
127716;5485
127716;5523
127716;5575
127716;100005
127717;18
127717;33
127717;35
127717;40
127717;48
127717;49
127717;52
127717;55
127717;57
127717;62
127717;66
127717;675
127717;677
127717;692
127717;695
127717;696
127717;702
127717;710
127717;713
127717;719
127717;720
127717;724
127717;725
127717;911
127717;915
127717;917
127717;923
127717;924
127717;927
127717;930
127717;980
127717;993
127717;995
127717;998
127717;1018
127717;1020
127717;1022
127717;1039
127717;1047
127717;1049
127717;1233
127717;1243
127717;1629
127717;1650
127717;1686
127717;1689
127717;1695
127717;1711
127717;1715
127717;1717
127717;1720
127717;1735
127717;1781
127717;1783
127717;1785
127717;1787
127717;1789
127717;1790
127717;1791
127717;1795
127717;1796
127717;2068
127717;2069
127717;2072
127717;2075
127717;5441
127717;5618
127717;5952
127717;6163
127717;100005
127718;17
127718;32
127718;34
127718;36
127718;38
127718;43
127718;47
127718;50
127718;56
127718;58
127718;61
127718;63
127718;120
127718;121
127718;674
127718;676
127718;678
127718;693
127718;694
127718;697
127718;701
127718;711
127718;712
127718;717
127718;718
127718;721
127718;722
127718;723
127718;726
127718;910
127718;916
127718;918
127718;922
127718;925
127718;928
127718;931
127718;981
127718;992
127718;994
127718;997
127718;1017
127718;1019
127718;1021
127718;1036
127718;1037
127718;1040
127718;1052
127718;1054
127718;1062
127718;1234
127718;1240
127718;1245
127718;1487
127718;1497
127718;1551
127718;1556
127718;1559
127718;1597
127718;1598
127718;1603
127718;1605
127718;1611
127718;1688
127718;1690
127718;1696
127718;1718
127718;1719
127718;1723
127718;1726
127718;1736
127718;1774
127718;1775
127718;1779
127718;1784
127718;5181
127718;5404
127718;5414
127718;5429
127718;5484
127718;5485
127718;5523
127718;5575
127719;18
127719;33
127719;35
127719;40
127719;48
127719;49
127719;52
127719;55
127719;57
127719;62
127719;66
127719;675
127719;677
127719;692
127719;695
127719;696
127719;702
127719;710
127719;713
127719;719
127719;720
127719;724
127719;725
127719;911
127719;915
127719;917
127719;923
127719;924
127719;927
127719;930
127719;980
127719;993
127719;995
127719;998
127719;1018
127719;1020
127719;1022
127719;1039
127719;1051
127719;1053
127719;1060
127719;1061
127719;1233
127719;1243
127719;1629
127719;1650
127719;1686
127719;1689
127719;1695
127719;1711
127719;1715
127719;1717
127719;1720
127719;1735
127719;1781
127719;1783
127719;1785
127719;1787
127719;1789
127719;1790
127719;1791
127719;1795
127719;1796
127719;2068
127719;2069
127719;2072
127719;2075
127719;5441
127719;5618
127719;5952
127719;6163
127720;533
127720;535
127720;537
127720;545
127720;551
127720;554
127720;559
127720;563
127720;737
127720;752
127720;765
127720;768
127720;803
127720;805
127720;807
127720;821
127720;910
127720;916
127720;918
127720;922
127720;925
127720;928
127720;929
127720;950
127720;960
127720;1111
127720;1118
127720;1120
127720;1122
127720;1141
127720;1143
127720;1191
127720;1192
127720;1195
127720;1217
127720;1220
127720;1260
127720;1262
127720;1265
127720;1266
127720;1268
127720;2393
127720;2395
127720;2397
127720;2400
127720;2406
127720;2412
127720;2414
127720;2416
127720;2423
127720;2425
127720;2432
127720;2433
127720;2434
127720;2441
127720;2476
127720;2478
127720;2480
127720;2482
127720;2484
127720;2485
127720;2492
127720;2494
127720;2497
127720;2499
127720;2518
127720;2523
127720;2540
127720;2541
127720;2543
127720;2545
127720;2554
127720;2563
127720;2565
127720;2584
127720;2598
127720;3194
127720;3196
127720;3201
127720;5055
127720;5122
127720;5460
127720;5484
127720;5587
127720;5754
127720;5786
127720;5973
127721;532
127721;536
127721;547
127721;548
127721;553
127721;562
127721;736
127721;751
127721;766
127721;770
127721;804
127721;808
127721;824
127721;829
127721;832
127721;839
127721;842
127721;846
127721;848
127721;849
127721;851
127721;853
127721;870
127721;874
127721;912
127721;915
127721;917
127721;921
127721;923
127721;924
127721;949
127721;959
127721;962
127721;1110
127721;1117
127721;1121
127721;1138
127721;1142
127721;1190
127721;1193
127721;1194
127721;1219
127721;1261
127721;1263
127721;1264
127721;1267
127721;1269
127721;1321
127721;2394
127721;2396
127721;2400
127721;2405
127721;2413
127721;2415
127721;2422
127721;2424
127721;2426
127721;2432
127721;2433
127721;2435
127721;2477
127721;2481
127721;2483
127721;2486
127721;2493
127721;2495
127721;2496
127721;2498
127721;2517
