"idparada";"codigo";"longitude";"latitude";"terminal"
4773;"2544";-51,09614800000000000;-30,02358700000000000;"N"
4774;"2551";-51,09738800000000000;-30,02193500000000000;"N"
4775;"2550";-51,09625900000000000;-30,02106800000000000;"N"
4776;"2545";-51,09401000000000000;-30,02363500000000000;"N"
4777;"2548";-51,09516800000000000;-30,02141000000000000;"N"
4778;"2549";-51,09448600000000000;-30,02137400000000000;"N"
4779;"2546";-51,09199800000000000;-30,02362600000000000;"N"
4783;"2093";-51,11788900000000000;-30,00924500000000000;"N"
4784;"3203";-51,11782400000000000;-30,00839600000000000;"N"
4785;"2079";-51,11772200000000000;-30,00835500000000000;"N"
4789;"2508";-51,11141200000000000;-30,00838400000000000;"N"
4790;"2498";-51,11029900000000000;-30,00838300000000000;"N"
4791;"2095";-51,11716600000000000;-30,00665800000000000;"N"
4792;"3197";-51,11707600000000000;-30,00665300000000000;"N"
4793;"3201";-51,11626500000000000;-30,00303200000000000;"N"
4794;"2077";-51,11617100000000000;-30,00301000000000000;"N"
4797;"2499";-51,11020200000000000;-30,00593100000000000;"N"
4804;"2517";-51,10786300000000000;-30,01267600000000000;"N"
4805;"2509";-51,10990500000000000;-30,00848200000000000;"N"
4806;"2497";-51,10848400000000000;-30,00849200000000000;"N"
4807;"2510";-51,10798900000000000;-30,00859800000000000;"N"
4808;"2512";-51,10768600000000000;-30,01160600000000000;"N"
4809;"2518";-51,10775400000000000;-30,01144100000000000;"N"
4811;"2519";-51,10752900000000000;-30,00890300000000000;"N"
4812;"2496";-51,10659100000000000;-30,00823900000000000;"N"
4813;"2521";-51,10647400000000000;-30,00819700000000000;"N"
4816;"2522";-51,10539800000000000;-30,00869100000000000;"N"
4817;"2495";-51,10535300000000000;-30,00862200000000000;"N"
4819;"2523";-51,10354300000000000;-30,00888900000000000;"N"
4820;"2524";-51,10243600000000000;-30,00901000000000000;"N"
4821;"2492";-51,10189900000000000;-30,00899600000000000;"N"
4822;"2507";-51,10984700000000000;-30,00588600000000000;"N"
4823;"2500";-51,10934900000000000;-30,00533000000000000;"N"
4824;"2506";-51,10922200000000000;-30,00484900000000000;"N"
4825;"2505";-51,10862200000000000;-30,00412100000000000;"N"
4826;"2501";-51,10794400000000000;-30,00408800000000000;"N"
4827;"2520";-51,10731400000000000;-30,00679500000000000;"N"
4828;"2503";-51,10720500000000000;-30,00644200000000000;"N"
4829;"2502";-51,10723300000000000;-30,00503200000000000;"N"
4834;"2431";-51,10257400000000000;-30,00182000000000000;"N"
4835;"2489";-51,10249600000000000;-30,00176200000000000;"N"
4837;"2418";-51,10271800000000000;-30,00097500000000000;"N"
4839;"2073";-51,11582800000000000;-29,99552000000000000;"N"
4840;"2074";-51,11548600000000000;-29,99563300000000000;"N"
4842;"2098";-51,11375800000000000;-29,99642300000000000;"N"
4847;"2381";-51,11726400000000000;-29,98642100000000000;"N"
4848;"2383";-51,11628300000000000;-29,98599000000000000;"N"
4849;"2382";-51,11621900000000000;-29,98586700000000000;"N"
4854;"2393";-51,11350600000000000;-29,99144500000000000;"N"
4855;"2392";-51,11342800000000000;-29,99130500000000000;"N"
4856;"2391";-51,11354100000000000;-29,98989400000000000;"N"
4857;"2390";-51,11351000000000000;-29,98907800000000000;"N"
4858;"2389";-51,11360900000000000;-29,98819000000000000;"N"
4859;"2388";-51,11353400000000000;-29,98764700000000000;"N"
4862;"2387";-51,11358000000000000;-29,98634100000000000;"N"
4863;"2386";-51,11367300000000000;-29,98610400000000000;"N"
4869;"2436";-51,10690500000000000;-29,99815200000000000;"N"
4872;"2435";-51,10688300000000000;-29,99852100000000000;"N"
4905;"2525";-51,10085100000000000;-30,00918300000000000;"N"
4906;"2422";-51,09925700000000000;-30,01156100000000000;"N"
4908;"2526";-51,09944800000000000;-30,00933200000000000;"N"
4909;"2493";-51,09940400000000000;-30,00926400000000000;"N"
4910;"2491";-51,09888800000000000;-30,00945900000000000;"N"
4911;"2527";-51,09852300000000000;-30,00955500000000000;"N"
4912;"2426";-51,09817300000000000;-30,00989100000000000;"N"
4913;"2005";-51,09662400000000000;-30,01126200000000000;"N"
4914;"2004";-51,09672700000000000;-30,00936700000000000;"N"
4915;"2424";-51,09549200000000000;-30,01091600000000000;"N"
4917;"1972";-51,09544000000000000;-30,00884600000000000;"N"
4919;"2421";-51,09900000000000000;-30,00779200000000000;"N"
4921;"2420";-51,09882100000000000;-30,00588900000000000;"N"
4924;"2428";-51,09785500000000000;-30,00607100000000000;"N"
4935;"1974";-51,09683600000000000;-30,00606000000000000;"N"
4940;"1993";-51,09417600000000000;-30,00543400000000000;"N"
4941;"1982";-51,09408500000000000;-30,00530200000000000;"N"
4943;"1994";-51,09398000000000000;-30,00286200000000000;"N"
4945;"1995";-51,09382100000000000;-30,00087400000000000;"N"
4947;"5476";-51,09352200000000000;-30,00976000000000000;"N"
4969;"1978";-51,09572000000000000;-29,99950500000000000;"N"
4972;"1997";-51,09560300000000000;-29,99959100000000000;"N"
4975;"1407";-51,09483700000000000;-29,99725700000000000;"N"
4976;"1406";-51,09458100000000000;-29,99734000000000000;"N"
4977;"1695";-51,09430600000000000;-29,99650900000000000;"N"
4980;"1692";-51,09377000000000000;-29,99646700000000000;"N"
4993;"1705";-51,09379200000000000;-29,99019700000000000;"N"
4998;"2415";-51,09333100000000000;-29,99669000000000000;"N"
4999;"1694";-51,09340500000000000;-29,99656900000000000;"N"
5000;"5297";-51,09247200000000000;-29,99738600000000000;"N"
5001;"1410";-51,09205400000000000;-29,99748000000000000;"N"
5002;"1421";-51,09101200000000000;-29,99746000000000000;"N"
5003;"1412";-51,09082900000000000;-29,99754100000000000;"N"
5004;"1414";-51,08948400000000000;-29,99585500000000000;"N"
5005;"5295";-51,09296300000000000;-29,99573900000000000;"N"
5006;"1693";-51,09295500000000000;-29,99566700000000000;"N"
5007;"5296";-51,09148500000000000;-29,99582200000000000;"N"
5008;"1415";-51,09144500000000000;-29,99575200000000000;"N"
5009;"1400";-51,08910100000000000;-29,99755700000000000;"N"
5010;"1422";-51,08861100000000000;-29,99728000000000000;"N"
5011;"1417";-51,08946300000000000;-29,99592900000000000;"N"
5012;"1704";-51,09119000000000000;-29,99031800000000000;"N"
5027;"5388";-51,19783200000000000;-30,08325100000000000;"N"
5031;"5392";-51,20338200000000000;-30,07310900000000000;"N"
5036;"5414";-51,18744200000000000;-30,19336900000000000;"N"
5037;"5415";-51,17402600000000000;-30,16107300000000000;"N"
5039;"5401";-51,25143500000000000;-30,11461800000000000;"N"
5040;"5402";-51,23557200000000000;-30,09802200000000000;"N"
5051;"5418";-51,13608600000000000;-30,01623300000000000;"N"
5056;"5425";-51,17887600000000000;-30,03318200000000000;"N"
5057;"5426";-51,17879100000000000;-30,03326800000000000;"N"
5058;"5427";-51,18004400000000000;-30,03142900000000000;"N"
5059;"5428";-51,18193100000000000;-30,02714000000000000;"N"
5060;"5429";-51,18231600000000000;-30,02635100000000000;"N"
5063;"5432";-51,18661900000000000;-30,01641500000000000;"N"
5065;"5434";-51,18311000000000000;-30,02480200000000000;"N"
5066;"5435";-51,17766500000000000;-30,03482900000000000;"N"
5081;"5463";-51,16872700000000000;-30,07576500000000000;"N"
5082;"5455";-51,16783000000000000;-30,04968900000000000;"N"
5088;"5470";-51,17727900000000000;-30,01914700000000000;"N"
5089;"5471";-51,09441900000000000;-30,00876900000000000;"N"
5093;"5475";-51,10330400000000000;-30,03570500000000000;"N"
5094;"5477";-51,14212300000000000;-30,02924800000000000;"N"
5097;"5480";-51,17325900000000000;-30,06448100000000000;"N"
5098;"5481";-51,16999500000000000;-30,07704500000000000;"N"
5102;"5485";-51,17179400000000000;-30,16283300000000000;"N"
5103;"5486";-51,17165600000000000;-30,16280700000000000;"N"
5105;"5488";-51,16987300000000000;-30,16226000000000000;"N"
5112;"5495";-51,10712400000000000;-30,04368700000000000;"N"
5113;"5496";-51,10643400000000000;-30,04685600000000000;"N"
5114;"5497";-51,10609900000000000;-30,04525500000000000;"N"
5115;"5498";-51,10601300000000000;-30,04342800000000000;"N"
5118;"5501";-51,11637000000000000;-30,03627500000000000;"N"
5121;"5504";-51,22696600000000000;-30,07242800000000000;"N"
5123;"5507";-51,16735100000000000;-30,05045000000000000;"N"
5135;"5521";-51,14014800000000000;-30,10241300000000000;"N"
5137;"5522";-51,14010400000000000;-30,10244700000000000;"N"
5141;"5531";-51,17396800000000000;-30,07566900000000000;"N"
5142;"5544";-51,22923700000000000;-30,09126600000000000;"N"
5143;"5533";-51,16739800000000000;-30,06031800000000000;"N"
5145;"5535";-51,22228400000000000;-30,11271200000000000;"N"
5151;"5545";-51,21212900000000000;-30,08499700000000000;"N"
5156;"5551";-51,11404500000000000;-30,03051500000000000;"N"
5157;"5552";-51,12617900000000000;-30,03230200000000000;"N"
5158;"5553";-51,11735200000000000;-30,03031900000000000;"N"
5159;"5554";-51,11841800000000000;-30,03301500000000000;"N"
5160;"5555";-51,11842300000000000;-30,03323000000000000;"N"
5069;"5557";-51,18331600000000000;-30,06981800000000000;"N"
5161;"5558";-51,11843700000000000;-30,03596800000000000;"N"
5163;"5566";-51,16139500000000000;-30,11157500000000000;"N"
1161;"5574";-51,19618200000000000;-30,13466300000000000;"N"
2484;"5611";-51,15876000000000000;-30,11219800000000000;"N"
5167;"5619";-51,24352600000000000;-30,09691100000000000;"N"
5154;"5622";-51,22542600000000000;-30,13542900000000000;"N"
2604;"5628";-51,12674400000000000;-30,08832400000000000;"N"
4374;"5629";-51,09366700000000000;-30,18661300000000000;"N"
3604;"5634";-51,20006100000000000;-30,00710300000000000;"N"
5171;"5639";-51,09426100000000000;-29,98753800000000000;"N"
2222;"5643";-51,20206900000000000;-30,02228900000000000;"N"
4107;"5644";-51,13597500000000000;-29,99841700000000000;"N"
2918;"5649";-51,18341000000000000;-30,02793600000000000;"N"
4561;"5669";-51,10125000000000000;-30,11508700000000000;"N"
2972;"5671";-51,17122700000000000;-30,02131700000000000;"N"
4425;"5676";-51,06672900000000000;-30,17417200000000000;"N"
4423;"5677";-51,06751900000000000;-30,17767000000000000;"N"
5172;"5678";-51,21350000000000000;-30,11958500000000000;"N"
529;"5680";-51,25653500000000000;-30,10807300000000000;"N"
5183;"5684";-51,16794700000000000;-30,05064900000000000;"N"
2732;"5685";-51,16837500000000000;-30,04992000000000000;"N"
1613;"5687";-51,22024300000000000;-30,04278300000000000;"N"
1797;"5704";-51,21170900000000000;-30,05433800000000000;"N"
3555;"5707";-51,20627400000000000;-30,00654400000000000;"N"
2923;"5715";-51,17852000000000000;-30,02872800000000000;"N"
657;"5734";-51,23100100000000000;-30,13124100000000000;"N"
5193;"5733";-51,22671500000000000;-30,08781800000000000;"N"
5194;"5735";-51,23151200000000000;-30,09262000000000000;"N"
148;"5756";-51,18976500000000000;-30,15902900000000000;"N"
2454;"5809";-51,18016200000000000;-30,09248000000000000;"N"
2397;"5816";-51,18008900000000000;-30,11514800000000000;"N"
4987;"5821";-51,09896400000000000;-29,99077400000000000;"N"
4979;"5825";-51,09446900000000000;-29,99605900000000000;"N"
1533;"5846";-51,23309200000000000;-30,02830400000000000;"N"
538;"5874";-51,25169800000000000;-30,11391100000000000;"N"
5144;"5875";-51,24365700000000000;-30,11119200000000000;"N"
637;"5882";-51,24775000000000000;-30,11563200000000000;"N"
1684;"5883";-51,21353200000000000;-30,07535200000000000;"N"
1685;"5884";-51,21319200000000000;-30,07535000000000000;"N"
773;"5943";-51,24109600000000000;-30,09985100000000000;"N"
811;"5944";-51,24092100000000000;-30,10043900000000000;"N"
2441;"5961";-51,16838400000000000;-30,11431600000000000;"N"
3271;"5935";-51,13509900000000000;-30,04790800000000000;"N"
3167;"5936";-51,14307900000000000;-30,05779500000000000;"N"
1705;"6051";-51,21470000000000000;-30,06832400000000000;"N"
3762;"6065";-51,17868900000000000;-30,01271600000000000;"N"
271;"5954";-51,18312700000000000;-30,16118100000000000;"N"
2268;"5974";-51,18613100000000000;-30,04810000000000000;"N"
2061;"5975";-51,18655100000000000;-30,04955300000000000;"N"
2058;"5976";-51,18742600000000000;-30,05136200000000000;"N"
2047;"5977";-51,18828100000000000;-30,05292300000000000;"N"
2034;"5979";-51,18997500000000000;-30,05602600000000000;"N"
5138;"5983";-51,10103600000000000;-30,11414000000000000;"N"
913;"6033";-51,22868200000000000;-30,11002300000000000;"N"
5248;"6032";-51,24248900000000000;-30,09672700000000000;"N"
1330;"6056";-51,23989000000000000;-30,07924700000000000;"N"
5290;"6191";-51,22790600000000000;-30,06663400000000000;"N"
1518;"6052";-51,23437300000000000;-30,03629100000000000;"N"
2370;"6045";-51,18401000000000000;-30,01731900000000000;"N"
3627;"6044";-51,18409000000000000;-30,01468800000000000;"N"
3628;"6043";-51,18414900000000000;-30,01258600000000000;"N"
3630;"6041";-51,18426000000000000;-30,00897100000000000;"N"
3629;"6042";-51,18421500000000000;-30,01053800000000000;"N"
5250;"6049";-51,22525900000000000;-30,12195600000000000;"N"
191;"6177";-51,17889300000000000;-30,20476000000000000;"N"
4810;"6074";-51,10751600000000000;-30,00968900000000000;"N"
1839;"6076";-51,20726800000000000;-30,05434100000000000;"N"
3420;"6203";-51,12453200000000000;-30,03936500000000000;"N"
2865;"6160";-51,18337800000000000;-30,03533300000000000;"N"
4699;"6209";-51,10691800000000000;-30,02884500000000000;"N"
689;"6214";-51,22378400000000000;-30,13321100000000000;"N"
691;"6216";-51,22337200000000000;-30,13199300000000000;"N"
690;"6217";-51,22345100000000000;-30,13196400000000000;"N"
2092;"6225";-51,21151600000000000;-30,04152800000000000;"N"
4648;"6227";-51,11366700000000000;-30,03309600000000000;"N"
4636;"6193";-51,11734500000000000;-30,03313800000000000;"N"
3439;"6194";-51,11819100000000000;-30,03321300000000000;"N"
5301;"6275";-51,20868700000000000;-30,11798200000000000;"N"
1114;"6276";-51,21117200000000000;-30,11871000000000000;"N"
5306;"6296";-51,20402300000000000;-30,07413300000000000;"N"
5305;"6295";-51,18109200000000000;-30,05182100000000000;"N"
4141;"6293";-51,13113300000000000;-30,00418900000000000;"N"
1102;"6279";-51,21538700000000000;-30,12042800000000000;"N"
1104;"6280";-51,21434300000000000;-30,11997600000000000;"N"
1101;"6284";-51,21564700000000000;-30,12061200000000000;"N"
1272;"6288";-51,19475300000000000;-30,09144100000000000;"N"
5298;"6270";-51,20095900000000000;-30,02006700000000000;"N"
4096;"6362";-51,14269800000000000;-29,99813500000000000;"N"
4201;"6470";-51,13281700000000000;-29,99348300000000000;"N"
5292;"6262";-51,18004500000000000;-30,20990500000000000;"N"
367;"6265";-51,12551400000000000;-30,20578600000000000;"N"
5327;"6515";-51,13355500000000000;-29,98315400000000000;"N"
2143;"6331";-51,20337300000000000;-30,04354300000000000;"N"
4590;"6513";-51,11121900000000000;-30,10581100000000000;"N"
5265;"6374";-51,22675700000000000;-30,02700200000000000;"N"
5264;"6371";-51,22678600000000000;-30,02685500000000000;"N"
5266;"6375";-51,22673000000000000;-30,02714100000000000;"N"
5272;"6379";-51,22679100000000000;-30,02725800000000000;"N"
5271;"6380";-51,22681600000000000;-30,02713200000000000;"N"
5270;"6381";-51,22684000000000000;-30,02701200000000000;"N"
5278;"6447";-51,22729800000000000;-30,02732300000000000;"N"
5277;"6445";-51,22734200000000000;-30,02719600000000000;"N"
5276;"6444";-51,22736500000000000;-30,02713300000000000;"N"
5275;"6442";-51,22742000000000000;-30,02698000000000000;"N"
5274;"6441";-51,22745700000000000;-30,02687300000000000;"N"
5288;"6429";-51,22228600000000000;-30,02925700000000000;"N"
5284;"6456";-51,23089500000000000;-30,02813000000000000;"N"
5283;"6457";-51,23095700000000000;-30,02799500000000000;"N"
1641;"6458";-51,23100800000000000;-30,02788600000000000;"N"
5282;"6459";-51,23108600000000000;-30,02771300000000000;"N"
5325;"6508";-51,23031600000000000;-30,13389100000000000;"N"
5335;"6554";-51,22580200000000000;-30,03091300000000000;"N"
2835;"6566";-51,18319800000000000;-30,04797800000000000;"N"
2836;"6567";-51,18362300000000000;-30,04660500000000000;"N"
2922;"6584";-51,18208000000000000;-30,02531700000000000;"N"
3594;"6627";-51,19590100000000000;-30,01485500000000000;"N"
3595;"6628";-51,19510100000000000;-30,01361300000000000;"N"
3597;"6629";-51,19480500000000000;-30,01334600000000000;"N"
3598;"6630";-51,19384400000000000;-30,01175800000000000;"N"
3601;"6633";-51,19302800000000000;-30,01024300000000000;"N"
3602;"6635";-51,19234700000000000;-30,00864300000000000;"N"
423;"6644";-51,14930000000000000;-30,15214600000000000;"N"
5139;"6660";-51,17539500000000000;-30,03639200000000000;"N"
1505;"6702";-51,24042200000000000;-30,03409400000000000;"N"
980;"6725";-51,23044300000000000;-30,09728600000000000;"N"
930;"6728";-51,23152700000000000;-30,09918900000000000;"N"
916;"6737";-51,22838500000000000;-30,10678400000000000;"N"
701;"6747";-51,22613400000000000;-30,11430500000000000;"N"
720;"6753";-51,22431600000000000;-30,11899100000000000;"N"
703;"6793";-51,22340700000000000;-30,13007300000000000;"N"
688;"6796";-51,22402100000000000;-30,13397300000000000;"N"
704;"6795";-51,22329800000000000;-30,13031800000000000;"N"
1991;"6888";-51,19924100000000000;-30,04921300000000000;"N"
2827;"6897";-51,15290800000000000;-30,05431700000000000;"N"
2829;"6898";-51,15173500000000000;-30,05397300000000000;"N"
2830;"6899";-51,15150400000000000;-30,05174800000000000;"N"
3178;"6900";-51,14988100000000000;-30,05171300000000000;"N"
3180;"6901";-51,14834600000000000;-30,05236000000000000;"N"
4971;"6912";-51,09709900000000000;-29,99773800000000000;"N"
1753;"6913";-51,20772800000000000;-30,06910500000000000;"N"
1755;"6915";-51,20753300000000000;-30,06857800000000000;"N"
1454;"6967";-51,22962300000000000;-30,05007500000000000;"N"
1449;"6970";-51,23028500000000000;-30,05504900000000000;"N"
2292;"6972";-51,18528300000000000;-30,03626000000000000;"N"
2288;"6973";-51,18467200000000000;-30,03782800000000000;"N"
3690;"6975";-51,18885100000000000;-29,99829000000000000;"N"
2314;"6979";-51,19994500000000000;-30,02126000000000000;"N"
2114;"6986";-51,20971900000000000;-30,03535500000000000;"N"
2157;"6987";-51,20461800000000000;-30,03571200000000000;"N"
2778;"6992";-51,16518500000000000;-30,05971900000000000;"N"
2976;"6993";-51,17064800000000000;-30,01699000000000000;"N"
3654;"7006";-51,19727000000000000;-29,99621900000000000;"N"
5345;"7013";-51,17485900000000000;-30,03677500000000000;"N"
5344;"7014";-51,17409300000000000;-30,03765300000000000;"N"
3606;"7017";-51,19750900000000000;-30,00628900000000000;"N"
5348;"7024";-51,19188800000000000;-30,00202600000000000;"N"
3620;"7032";-51,19563600000000000;-30,00586000000000000;"N"
2273;"7038";-51,18564000000000000;-30,04640200000000000;"N"
3892;"7039";-51,15829800000000000;-30,00910500000000000;"N"
2961;"7043";-51,17415300000000000;-30,02223600000000000;"N"
4985;"7072";-51,10084700000000000;-29,99094900000000000;"N"
4986;"7073";-51,09930300000000000;-29,99086400000000000;"N"
77;"7077";-51,20624800000000000;-30,18420700000000000;"N"
78;"7078";-51,20629200000000000;-30,18411600000000000;"N"
3723;"7086";-51,19468700000000000;-29,97584400000000000;"N"
3732;"7088";-51,19185200000000000;-29,97653500000000000;"N"
5200;"7089";-51,10075000000000000;-29,99087400000000000;"N"
1593;"7113";-51,22116900000000000;-30,04803700000000000;"N"
1562;"7117";-51,23283700000000000;-30,03826700000000000;"N"
2984;"7130";-51,16479600000000000;-30,04753400000000000;"N"
3845;"7133";-51,16495400000000000;-30,01276800000000000;"N"
3204;"7136";-51,12521600000000000;-30,07592900000000000;"N"
5417;"7211";-51,12156100000000000;-30,07082200000000000;"N"
1778;"7222";-51,21565600000000000;-30,05762800000000000;"N"
1777;"7223";-51,21577400000000000;-30,05768800000000000;"N"
1789;"7226";-51,21455600000000000;-30,05469800000000000;"N"
1788;"7225";-51,21456800000000000;-30,05495200000000000;"N"
1791;"7227";-51,21403100000000000;-30,05339400000000000;"N"
1635;"7285";-51,23193100000000000;-30,03045300000000000;"N"
3423;"7287";-51,12370500000000000;-30,03903800000000000;"N"
5421;"7291";-51,18795100000000000;-30,03137300000000000;"N"
2346;"7301";-51,18734700000000000;-30,02493800000000000;"N"
2339;"7303";-51,18688300000000000;-30,03025400000000000;"N"
2291;"7307";-51,18608700000000000;-30,03420300000000000;"N"
2334;"7312";-51,18981600000000000;-30,02831500000000000;"N"
5324;"7313";-51,20161100000000000;-30,01781200000000000;"N"
5326;"7315";-51,20620700000000000;-30,07700800000000000;"N"
1600;"7320";-51,22104300000000000;-30,04456900000000000;"N"
1495;"7328";-51,22179000000000000;-30,04996100000000000;"N"
1591;"7327";-51,22173700000000000;-30,04898500000000000;"N"
1494;"7329";-51,22202500000000000;-30,05108100000000000;"N"
4626;"7341";-51,11691800000000000;-30,07985100000000000;"N"
4628;"7340";-51,11579000000000000;-30,08131600000000000;"N"
1582;"7354";-51,22576100000000000;-30,03746300000000000;"N"
2304;"7356";-51,19752900000000000;-30,02490800000000000;"N"
2311;"7357";-51,19378000000000000;-30,02454700000000000;"N"
2348;"7358";-51,19148200000000000;-30,02431800000000000;"N"
2352;"7359";-51,18833600000000000;-30,02403100000000000;"N"
1406;"7696";-51,22314200000000000;-30,07257800000000000;"N"
1405;"7697";-51,22359100000000000;-30,07277800000000000;"N"
5425;"7377";-51,14798300000000000;-30,02934500000000000;"N"
1740;"7376";-51,20039900000000000;-30,08078600000000000;"N"
5426;"7378";-51,25204600000000000;-30,11248700000000000;"N"
5427;"7381";-51,22636500000000000;-30,03087400000000000;"N"
221;"7384";-51,17467800000000000;-30,18559800000000000;"N"
219;"7385";-51,17459300000000000;-30,18795700000000000;"N"
819;"7400";-51,23553500000000000;-30,10573400000000000;"N"
1579;"7402";-51,22610600000000000;-30,03835300000000000;"N"
3548;"7425";-51,20362100000000000;-30,00946600000000000;"N"
4843;"7428";-51,11365900000000000;-29,99639200000000000;"N"
3542;"7429";-51,20237400000000000;-30,01462600000000000;"N"
5434;"7430";-51,20255100000000000;-30,01391100000000000;"N"
1622;"7440";-51,22401900000000000;-30,03625100000000000;"N"
1627;"7443";-51,21855300000000000;-30,04078300000000000;"N"
1617;"7444";-51,21721900000000000;-30,04257000000000000;"N"
1437;"7446";-51,22961300000000000;-30,05734700000000000;"N"
1447;"7449";-51,22916000000000000;-30,05573900000000000;"N"
1456;"7450";-51,22853500000000000;-30,05333000000000000;"N"
1458;"7452";-51,22825100000000000;-30,05171200000000000;"N"
1457;"7453";-51,22836100000000000;-30,05186800000000000;"N"
1459;"7454";-51,22783200000000000;-30,04925000000000000;"N"
1549;"7458";-51,22757200000000000;-30,04490900000000000;"N"
4572;"7475";-51,11221600000000000;-30,11243100000000000;"N"
5436;"7480";-51,18571900000000000;-30,02354400000000000;"N"
2250;"7478";-51,19443900000000000;-30,03950500000000000;"N"
2305;"7479";-51,19448200000000000;-30,03155500000000000;"N"
2360;"7481";-51,18558400000000000;-30,02410000000000000;"N"
1820;"7482";-51,20447400000000000;-30,05785600000000000;"N"
5437;"7483";-51,20239100000000000;-30,05805400000000000;"N"
3524;"7485";-51,21032100000000000;-30,01246700000000000;"N"
2861;"7490";-51,18163300000000000;-30,04088100000000000;"N"
2206;"7492";-51,20544200000000000;-30,02876000000000000;"N"
3121;"7502";-51,15798200000000000;-30,01919800000000000;"N"
5310;"7710";-51,19849900000000000;-30,01995100000000000;"N"
2164;"7563";-51,20413600000000000;-30,03515500000000000;"N"
2062;"7521";-51,18538600000000000;-30,04971200000000000;"N"
2042;"7526";-51,18823400000000000;-30,05500700000000000;"N"
2300;"7538";-51,19976100000000000;-30,02779400000000000;"N"
3531;"7570";-51,20863700000000000;-30,00641500000000000;"N"
3843;"7574";-51,16456500000000000;-30,01613200000000000;"N"
3077;"7576";-51,16405900000000000;-30,01985100000000000;"N"
3061;"7578";-51,16476000000000000;-30,02958100000000000;"N"
3118;"7589";-51,15122900000000000;-30,02453300000000000;"N"
3123;"7583";-51,15905200000000000;-30,01733300000000000;"N"
3857;"7586";-51,15970700000000000;-30,01305600000000000;"N"
3856;"7587";-51,15959300000000000;-30,01328300000000000;"N"
5456;"7635";-51,21034900000000000;-30,04957500000000000;"N"
1434;"7636";-51,23065800000000000;-30,06071600000000000;"N"
1427;"7638";-51,23123800000000000;-30,06217800000000000;"N"
1344;"7644";-51,23636100000000000;-30,06748800000000000;"N"
1341;"7646";-51,23829700000000000;-30,06953000000000000;"N"
1340;"7647";-51,23969900000000000;-30,07117500000000000;"N"
1339;"7648";-51,24031600000000000;-30,07159100000000000;"N"
394;"7662";-51,14379200000000000;-30,16577100000000000;"N"
5100;"7694";-51,17243300000000000;-30,16305400000000000;"N"
2518;"7712";-51,14908900000000000;-30,10318000000000000;"N"
2498;"7716";-51,15100800000000000;-30,10483900000000000;"N"
2499;"7714";-51,15103900000000000;-30,10476500000000000;"N"
2517;"7715";-51,14917300000000000;-30,10333000000000000;"N"
5460;"7719";-51,14814500000000000;-30,10283800000000000;"N"
3122;"7722";-51,15839800000000000;-30,01776300000000000;"N"
5398;"7728";-51,23029300000000000;-30,02829400000000000;"N"
2210;"7730";-51,20302800000000000;-30,03138700000000000;"N"
1584;"7735";-51,22699400000000000;-30,03482600000000000;"N"
1520;"7738";-51,23349400000000000;-30,03484900000000000;"N"
1519;"7739";-51,23457100000000000;-30,03477600000000000;"N"
2280;"7740";-51,19124600000000000;-30,03838800000000000;"N"
2285;"7743";-51,18724700000000000;-30,03702700000000000;"N"
1790;"7745";-51,21417800000000000;-30,05705600000000000;"N"
1780;"7746";-51,21375700000000000;-30,05748800000000000;"N"
1782;"7748";-51,21252200000000000;-30,05923600000000000;"N"
1781;"7749";-51,21320500000000000;-30,05839200000000000;"N"
1785;"7751";-51,21169100000000000;-30,06150500000000000;"N"
1786;"7752";-51,21152500000000000;-30,06090400000000000;"N"
1711;"7755";-51,21293200000000000;-30,06771200000000000;"N"
1586;"7757";-51,22748700000000000;-30,03366300000000000;"N"
1573;"7758";-51,22887500000000000;-30,03354800000000000;"N"
1571;"7759";-51,23222000000000000;-30,03328600000000000;"N"
1570;"7760";-51,23276800000000000;-30,03333400000000000;"N"
1516;"7762";-51,23685300000000000;-30,03438700000000000;"N"
3101;"7801";-51,15717100000000000;-30,02937900000000000;"N"
5463;"7782";-51,16157300000000000;-30,02806700000000000;"N"
2924;"7785";-51,17813100000000000;-30,02869200000000000;"N"
2927;"7786";-51,17611900000000000;-30,02803900000000000;"N"
2926;"7787";-51,17624600000000000;-30,02815000000000000;"N"
2954;"7788";-51,17278900000000000;-30,02753700000000000;"N"
5465;"7796";-51,16347600000000000;-30,02804100000000000;"N"
3105;"7802";-51,15705600000000000;-30,02935900000000000;"N"
5474;"7852";-51,18223800000000000;-30,02116600000000000;"N"
2930;"7851";-51,18205600000000000;-30,02102200000000000;"N"
5477;"7857";-51,17186500000000000;-30,01463200000000000;"N"
1482;"7885";-51,21904000000000000;-30,06054800000000000;"N"
5493;"7913";-51,16401000000000000;-30,02799400000000000;"N"
3060;"7918";-51,16531700000000000;-30,03256500000000000;"N"
3835;"7917";-51,17701500000000000;-29,98974500000000000;"N"
2109;"7920";-51,20943300000000000;-30,04030800000000000;"N"
2460;"7930";-51,17780200000000000;-30,09633400000000000;"N"
1982;"7934";-51,19820400000000000;-30,05337500000000000;"N"
708;"7935";-51,22276000000000000;-30,12703900000000000;"N"
1137;"7937";-51,20767300000000000;-30,11771200000000000;"N"
1119;"7938";-51,20883500000000000;-30,11808700000000000;"N"
4916;"7942";-51,09492400000000000;-30,01118800000000000;"N"
1248;"7950";-51,21131100000000000;-30,08747400000000000;"N"
5498;"7951";-51,21119800000000000;-30,08778100000000000;"N"
5504;"7968";-51,16595900000000000;-30,06311300000000000;"N"
