"idlinha";"nome";"codigo";"tipo"
127765;"PINHEIRO/PITINGA VIA VIÃOSA";"3985-1";"O"
127764;"PINHEIRO VIA VICOSA";"3984-2";"O"
127763;"PINHEIRO VIA VICOSA";"3984-1";"O"
127762;"PINHEIRO / VIA IPIRANGA";"3983-2";"O"
127761;"PINHEIRO / VIA IPIRANGA";"3983-1";"O"
127760;"PINHEIRO / ATE TERMINAL AZENHA";"3982-2";"O"
127759;"PINHEIRO / ATE TERMINAL AZENHA";"3982-1";"O"
127758;"PINHEIRO/ PARADA 24 VIA VIÃOSA";"3981-2";"O"
127757;"PINHEIRO/ PARADA 24 VIA VIÃOSA";"3981-1";"O"
127756;"PINHEIRO";"398-2";"O"
127755;"PINHEIRO";"398-1";"O"
127754;"BONSUCESSO/A.CARVALHO/ELEIÃÃES";"3978-2";"O"
127753;"BONSUCESSO/A.CARVALHO/ELEIÃÃES";"3978-1";"O"
127752;"BONSUCESSO/SANTA HELENA";"3974-2";"O"
127751;"BONSUCESSO/SANTA HELENA";"3974-1";"O"
127750;"BONSUCESSO / VIA IPIRANGA";"3973-2";"O"
127749;"BONSUCESSO / VIA IPIRANGA";"3973-1";"O"
127748;"BONSUCESSO / ATE TERMINAL AZENHA";"3972-2";"O"
127747;"BONSUCESSO / ATE TERMINAL AZENHA";"3972-1";"O"
127746;"BONSUCESSO";"397-2";"O"
127745;"BONSUCESSO";"397-1";"O"
127744;"HERDEIROS/A.CARVALHO/ELEIÃÃES";"3768-2";"O"
127743;"HERDEIROS/A.CARVALHO/ELEIÃÃES";"3768-1";"O"
127742;"HERDEIROS/ESMERALDA";"376-2";"O"
127741;"HERDEIROS/ESMERALDA";"376-1";"O"
127740;"AGRONOMIA/A.CARVALHO/ELEIÃÃES";"3758-2";"O"
127739;"AGRONOMIA/A.CARVALHO/ELEIÃÃES";"3758-1";"O"
127738;"AGRONOMIA";"3751-2";"O"
127737;"AGRONOMIA";"3751-1";"O"
127736;"AGRONOMIA/INFORMÃTICA";"375-2";"O"
127735;"AGRONOMIA/INFORMÃTICA";"375-1";"O"
127734;"CAMPUS / IPIRANGA";"343-2";"O"
127733;"CAMPUS / IPIRANGA";"343-1";"O"
127732;"PITINGA/PUC/III PERIMETRAL";"3144-1";"O"
127731;"RESTINGA/PUC/III PERIMETRAL";"3143-2";"O"
127730;"RESTINGA/PUC/III PERIMETRAL";"3143-1";"O"
127729;"PUC/RESTINGA/III PERIMETRAL";"3142-2";"O"
127728;"PUC/RESTINGA/III PERIMETRAL";"3142-1";"O"
127727;"RESTINGA PUC";"3141-2";"O"
127726;"RESTINGA PUC";"3141-1";"O"
127725;"PUC RESTINGA";"314-2";"O"
127724;"PUC RESTINGA";"314-1";"O"
127723;"BELÃM VELHO/CRISTAL/UFRGS";"2861-2";"O"
127722;"BELÃM VELHO/CRISTAL/UFRGS";"2861-1";"O"
127721;"BELEM VELHO/CRISTAL/UFRGS";"286-2";"O"
127720;"BELEM VELHO/CRISTAL/UFRGS";"286-1";"O"
127719;"IPANEMA/CAVALHADA/CIRINO PRUNES";"2832-2";"O"
127718;"IPANEMA/CAVALHADA/CIRINO PRUNES";"2832-1";"O"
127717;"IPANEMA / CAVALHADA";"283-2";"O"
127716;"IPANEMA / CAVALHADA";"283-1";"O"
127715;"CAMPO NOVO/GEDEON LEITE/DOMINGOS";"2816-2";"O"
127714;"CAMPO NOVO/GEDEON LEITE/DOMINGOS";"2816-1";"O"
127713;"CAMPO NOVO VIA JORGE PEREIRA NUNES";"2815-2";"O"
127712;"CAMPO NOVO/DOMINGOS";"2814-2";"O"
127711;"CAMPO NOVO/DOMINGOS";"2814-1";"O"
127710;"CAMPO NOVO/MORRO AGUDO/DOMINGOS";"2813-2";"O"
127709;"CAMPO NOVO/MORRO AGUDO/DOMINGOS";"2813-1";"O"
127708;"CAMPO NOVO/GEDEON LEITE";"2812-2";"O"
127707;"CAMPO NOVO/GEDEON LEITE";"2812-1";"O"
127706;"CAMPO NOVO / MORRO AGUDO";"2811-2";"O"
127705;"CAMPO NOVO / MORRO AGUDO";"2811-1";"O"
127704;"CAMPO NOVO";"281-2";"O"
127703;"CAMPO NOVO";"281-1";"O"
127702;"BELEM NOVO/HIPICA/VELUDO(VIA SCHNEIDER)";"2733-2";"O"
127701;"BELEM NOVO/HIPICA/VELUDO(VIA SCHNEIDER)";"2733-1";"O"
127700;"BELEM NOVO/HIPICA/VELUDO";"2732-2";"O"
127699;"BELEM NOVO/HIPICA/VELUDO";"2732-1";"O"
127698;"BELEM NOVO/HIPICA(VIA SCHNEIDER)";"2731-2";"O"
127697;"BELEM NOVO/HIPICA(VIA SCHNEIDER)";"2731-1";"O"
127696;"BELEM NOVO/HIPICA";"273-2";"O"
127695;"BELEM NOVO/HIPICA";"273-1";"O"
127694;"HIPICA (GEDEON LEITE)";"2723-2";"O"
127693;"HIPICA (GEDEON LEITE)";"2723-1";"O"
127692;"MORADAS DA HÃPICA VIA SCHNEIDER";"2722-2";"O"
127691;"MORADAS DA HÃPICA VIA SCHNEIDER";"2722-1";"O"
127690;"MORADAS DA HIPICA(COSTA GAMA)";"2721-2";"O"
127689;"MORADAS DA HIPICA(COSTA GAMA)";"2721-1";"O"
127688;"MORADAS DA HIPICA";"272-2";"O"
127687;"MORADAS DA HIPICA";"272-1";"O"
127686;"OPERACAO LAMI";"2694-2";"O"
127685;"OPERACAO LAMI";"2694-1";"O"
127684;"PRAIA OPERAÃAO VERANEIO";"2693-2";"O"
127683;"PRAIA OPERAÃAO VERANEIO";"2693-1";"O"
127682;"LAMI/BELEM";"269-2";"O"
127681;"LAMI/BELEM";"269-1";"O"
127680;"BELEM NOVO ATÃ OTTO";"2685-2";"O"
127679;"BELEM NOVO ATÃ OTTO";"2685-1";"O"
127678;"BELEM NOVO/CHAPEU/GEDEON";"2682-2";"O"
127677;"BELEM NOVO/CHAPEU/GEDEON";"2682-1";"O"
127676;"BELÃM NOVO/CHAPÃU DO SOL";"2681-2";"O"
127675;"BELÃM NOVO/CHAPÃU DO SOL";"2681-1";"O"
127674;"BELEM NOVO(VIA CAVALHADA)";"268-2";"O"
127673;"BELEM NOVO(VIA CAVALHADA)";"268-1";"O"
127672;"LAMI ATÃ CAVALHADA";"2675-2";"O"
127671;"LAMI ATÃ CAVALHADA";"2675-1";"O"
127670;"LAMI VIA BECO DA VITÃRIA ATÃ PÃA GUIA LOPES";"2674-1";"O"
127669;"LAMI(VIA BECO DA VITORIA)";"2672-2";"O"
127668;"LAMI(VIA BECO DA VITORIA)";"2672-1";"O"
127667;"LAMI/VAREJAO(VIA EDGAR PIRES DE CASTRO)";"2671-2";"O"
127666;"LAMI/VAREJAO(VIA EDGAR PIRES DE CASTRO)";"2671-1";"O"
127665;"LAMI(VIA BELEM NOVO)";"267-2";"O"
127664;"LAMI(VIA BELEM NOVO)";"267-1";"O"
127663;"RESTINGA GLORIA";"216-2";"O"
127662;"RESTINGA GLORIA";"216-1";"O"
127661;"5Âª UNIDADE/ESCOLAR II";"2141-2";"O"
127660;"5Âª UNIDADE/ESCOLAR II";"2141-1";"O"
127659;"5Âª UNIDADE/ESCOLAR";"214-2";"O"
127658;"5Âª UNIDADE/ESCOLAR";"214-1";"O"
127657;"RESTINGA / LAMI";"212-2";"O"
127656;"RESTINGA / LAMI";"212-1";"O"
127655;"NOTURNA (BELEM NOVO)";"M68-2";"O"
127654;"RESTINGA VELHA";"211-2";"O"
127653;"RESTINGA VELHA";"211-1";"O"
127652;"RESTINGA NOVA/DOMINGOS E FERIADOS";"2101-2";"O"
127651;"RESTINGA NOVA";"210-2";"O"
127650;"RESTINGA NOVA";"210-1";"O"
127649;"RESTINGA";"209-2";"O"
127648;"RESTINGA";"209-1";"O"
127647;"JUCA BATISTA VIA OSWALDO CRUZ";"1841-2";"O"
127646;"JUCA BATISTA";"184-2";"O"
127645;"JUCA BATISTA";"184-1";"O"
127644;"SERRARIA";"179-2";"O"
127643;"SERRARIA";"179-1";"O"
127642;"SERRARIA/RODOVIARIA/VIA MENDES OURIQUES";"1761-2";"O"
127641;"SERRARIA/RODOVIARIA/VIA MENDES OURIQUES";"1761-1";"O"
127640;"SERRARIA (RODOVIARIA)";"176-2";"O"
127639;"SERRARIA (RODOVIARIA)";"176-1";"O"
127638;"PONTA GROSSA/ESCOLA ODILA GAY";"1714-2";"O"
127637;"PONTA GROSSA/ESCOLA ODILA GAY";"1714-1";"O"
127636;"LINHA PONTA GROSSA ATÃ OTTO";"1713-2";"O"
127635;"LINHA PONTA GROSSA ATÃ OTTO";"1713-1";"O"
127634;"PONTA GROSSA";"171-2";"O"
127633;"PONTA GROSSA";"171-1";"O"
127632;"BELEM NOVO(VIA TRISTEZA)";"168-2";"O"
127631;"BELEM NOVO(VIA TRISTEZA)";"168-1";"O"
127630;"HÃPICA/TRISTEZA";"1112-2";"O"
127629;"HÃPICA/TRISTEZA";"1112-1";"O"
127628;"RESTINGA VELHA(TRISTEZA)/SHOPPING";"1111-2";"O"
127627;"RESTINGA VELHA(TRISTEZA)/SHOPPING";"1111-1";"O"
127626;"RESTINGA VELHA (TRISTEZA)";"111-2";"O"
127625;"RESTINGA VELHA (TRISTEZA)";"111-1";"O"
127624;"RESTINGA NOVA VIA TRISTEZA/DOMINGOS E FERIADOS";"1101-2";"O"
127623;"RESTINGA NOVA VIA TRISTEZA/DOMINGOS E FERIADOS";"1101-1";"O"
127622;"RESTINGA NOVA VIA TRISTEZA";"110-2";"O"
127621;"RESTINGA NOVA VIA TRISTEZA";"110-1";"O"
128495;"GREVE T3";"GT3-1";"O"
128496;"GREVE T3";"GT3-2";"O"
128497;"GREVE T4";"GT4-1";"O"
128498;"GREVE T4";"GT4-2";"O"
128499;"GREVE T10";"GT101-1";"O"
128500;"GREVE T10";"GT101-2";"O"
128501;"GREVE AUXILIADORA";"G510-1";"O"
128502;"GREVE AUXILIADORA";"G510-2";"O"
128503;"GREVE TRANSVERSAL 4";"GT41-1";"O"
128504;"GREVE TRANSVERSAL 4";"GT41-2";"O"
128505;"GREVE T9 PUC";"GT91-1";"O"
128506;"GREVE T9 PUC";"GT91-2";"O"
128507;"GREVE T9";"GT9-1";"O"
128508;"GREVE T9";"GT9-2";"O"
128509;"GREVE CAMPUS/IPIRANGA";"G343-1";"O"
128510;"GREVE CAMPUS/IPIRANGA";"G343-2";"O"
128511;"GREVE T6";"GT6-1";"O"
128512;"GREVE T6";"GT6-2";"O"
128513;"GREVE CAMPUS/FARRAPOS";"GT8-1";"O"
128514;"GREVE CAMPUS/FARRAPOS";"GT8-2";"O"
128515;"PRADO";"264-2";"O"
128516;"TRONCAL BALTAZAR";"TR62-1";"O"
128517;"TRONCAL BALTAZAR";"TR62-2";"O"
128518;"TRONCAL TRI`NGULO";"TR60-1";"O"
128519;"TRONCAL TRI`NGULO";"TR60-2";"O"
128520;"FUTEBOL ARENA";"F04-1";"O"
128521;"SAO CAETANO(ALIMENTADORA)/B. DA VITORIA";"A131-2";"O"
